"V1","V2","V3","V4"
0.305087949363515,0.485130671844818,0.982646215569694,0.792009365095291
0.0466002690675668,0.0463557597273029,0.777518131330144,0.296256919081789
0.0927593812742271,0.813522605453618,0.404182195561007,0.960851356878411
0.180876298258081,0.267112467919942,0.270500249348115,0.217687804272864
0.818363322685473,0.227311532043386,0.034640166645404,0.310935662013944
0.237668819341343,0.443822335405275,0.0237827713391744,0.00650793930515647
0.832887133320328,0.693981160502881,0.395928325748537,0.829611897976138
0.0163920759269968,0.14634797349805,0.563216806882992,0.205874889837578
0.747978320384864,0.574375248847064,0.899334754296578,0.841417554840446
0.653286638276186,0.882434817010071,0.000660625556483865,0.494037966888864
0.44708724281285,0.0565904028294608,0.954895677263848,0.289997493077535
0.0600290231057443,0.99493948237272,0.935254935084377,0.108345264166128
0.513446578783914,0.433200612382498,0.285458057869691,0.619607915307861
0.922190815741196,0.531944120624103,0.307245372701436,0.0894294198090211
0.39687982672127,0.78208264117362,0.738578593709972,0.800103393709287
0.89460424919147,0.474401908512227,0.461675802452955,0.696982227903791
0.171791933476925,0.502199454256333,0.639553267201409,0.68447650681017
0.702250148470048,0.594209886065219,0.650275909998454,0.271862428938039
0.147327405335382,0.171682174308226,0.671804690686986,0.575143224266358
0.47477920780424,0.319446804234758,0.2496169814514,0.381720065609552
0.715024075699039,0.138816385588143,0.990186218961608,0.149965501273982
0.555180487791076,0.542948521194048,0.189482795945369,0.894044725061394
0.949807126836386,0.45517408847576,0.366847291416489,0.156036202679388
0.841148708250839,0.821556419644039,0.164709346937016,0.764758832012303
0.853121181784663,0.517630525168497,0.484650041894056,0.533303215152118
0.881960475288797,0.523936466085725,0.708727122265846,0.512686135570984
0.253218081956729,0.984031166974455,0.530880003396887,0.607702938392758
0.37004973561503,0.621505100601353,0.328586072765756,0.779789949024562
0.767632288692985,0.0883020730200224,0.433035332129803,0.122727910990361
0.662994188938756,0.213627990777604,0.710398349878378,0.240985321761109
0.0519788564904593,0.00307694524992257,0.514819391085766,0.0995816240878776
0.737444218748715,0.402059512468986,0.669908676240593,0.546529135152232
0.641680924901739,0.606435237037949,0.690736365830526,0.0680532430647872
0.0713361453684047,0.689513674140908,0.978241554072592,0.716817044352647
0.112705567583907,0.648382193257567,0.444668586559128,0.589819931003731
0.000425933999940753,0.32217175994534,0.904919326838572,0.367177234245464
0.133887927436735,0.735012064895127,0.235622332366183,0.0186601299722679
0.404625249081291,0.891758185557555,0.964308522776701,0.47080383665394
0.338678058863152,0.391965998131782,0.600585055726115,0.75929537652526
0.777710802776273,0.339847669985611,0.757915459396318,0.32627990963636
0.483128730012104,0.195229606819339,0.26901416820474,0.455295280921273
0.752808360585477,0.356614401985425,0.319149167118594,0.677149634871166
0.802084189755842,0.167542633356061,0.215944889409002,0.781274551928509
0.429079562225379,0.672319865985774,0.680782485275995,0.975774519557599
0.725192056267988,0.286087368533481,0.472999388005119,0.0528744046879001
0.282143287640065,0.156583553801756,0.133601565319113,0.1853235814441
0.455897764812689,0.0387523952242918,0.864394347833004,0.743116542228963
0.780302915640641,0.70102702134056,0.0770924383867532,0.226981714658905
0.987052719350904,0.833068813518621,0.873931496907026,0.230256797419861
0.0859971945290454,0.660361084113829,0.769765943007078,0.707704548330512
0.86993961263448,0.208906013211235,0.0825870241434313,0.56257078234572
0.22887240852695,0.854508790704422,0.357218099285383,0.392105777300894
0.153149027870968,0.872325134992134,0.740930128805339,0.729149570935406
0.563278259621002,0.748044379870407,0.425775959955063,0.889051813005935
0.35349921397632,0.278179105324671,0.553084808881395,0.814166699869093
0.5810008947202,0.974610135518014,0.798245161618106,0.256567266241182
0.296427036379464,0.415837351588998,0.387014099038206,0.420275729678106
0.434325492244679,0.92592782170279,0.0505457690474577,0.0450830895313993
0.543197792591527,0.755122839447577,0.334007691275328,0.661565666082315
0.915947215743363,0.253814669633284,0.126995377445128,0.445438511886168
0.634511804636568,0.127431986134034,0.0953639726759866,0.0244928426831029
0.575291452812962,0.109387197969481,0.940344035874587,0.644082206871826
0.310869238227606,0.387124665221199,0.613792670860421,0.995136012344155
0.128826712614391,0.307169212533627,0.0454001499316655,0.980563970105722
0.534497613389976,0.237940533778165,0.206922851721756,0.337910669487901
0.343830277640372,0.944875483042561,0.0636159650748596,0.352994004464708
0.792134885031264,0.963931818730198,0.540900121647865,0.480044842434581
0.618507900475524,0.184743968972471,0.836489504864439,0.161442415323108
0.691395390534308,0.247853603204712,0.220233181198128,0.914987175986171
0.160398081468884,0.722002134544309,0.37948256012518,0.0319311838131398
0.520526925716549,0.905617611017078,0.45356004443951,0.0792517411196604
0.602915351702832,0.0927923461981118,0.913363045405131,0.552682424255181
0.279418191600125,0.0215717854001559,0.854883082283195,0.655065953338053
0.628834562578704,0.427504947658163,0.804589688896667,0.463245405552443
0.902668113880791,0.010950653271284,0.111470563537441,0.132844755325932
0.469692199588753,0.110687683825381,0.573602334158495,0.436652649973985
0.682421848347876,0.650244590439834,0.108999723889865,0.938951172060333
0.502032486100215,0.490220881411806,0.173364362139255,0.958504623596091
0.326577463748399,0.0705121809616685,0.883767265966162,0.637216435428709
0.413524968898855,0.614947337892372,0.491223254369106,0.504112283152062
0.593998555797152,0.368816848932765,0.251474045128562,0.416079618360382
0.242391853490844,0.715556815667078,0.524128163186833,0.268893577500712
0.0226873930101283,0.378783960349392,0.920148171442561,0.52564069820568
0.38619108940009,0.341218315644655,0.728994345932733,0.118555563148111
0.953458408608567,0.550527001845185,0.824865753336344,0.904421774970833
0.267341595063917,0.469261747181881,0.640302871984895,0.17938972519245
0.931941307715606,0.582854287058581,0.596690248555969,0.879875974969473
0.215464790558908,0.958529712057207,0.585419078662526,0.348478336574044
0.825590967158787,0.862525354975369,0.343937985801604,0.375950826371554
0.0307968361582607,0.802123931115493,0.78661460214993,0.925106314879376
0.996045349126216,0.762524285805412,0.840906426603906,0.19849936359562
0.200779027545359,0.84272232624935,0.0134827185166068,0.736638050978072
0.495286787939258,0.562509225243703,0.29017533735605,0.597467291885987
0.876266624808777,0.939480341104791,0.818744398881681,0.620511294854805
0.193014439351391,0.776723183374852,0.627589441544842,0.868312892585527
0.671811115930323,0.790759435249493,0.198172152529005,0.409345178978983
0.106626327049453,0.637319703265093,0.145735395359807,0.859951117569581
0.360970297711901,0.299108062309679,0.413672842946835,0.830273329308256
0.964214476211928,0.0611645573400892,0.156700608166866,0.949375847787596
0.971956438221969,0.91602168088546,0.507932605927344,0.304101312665734
